192.168.0.236 BIEEBIEE_航友_生产集群
172.17.19.9 self-cki-server-pvgself-cki-server-pvg_v9自助线上集群-手工重启
192.168.191.227 dds-serverdds-server-线上生产集群(只启动主机227,备机228不启动)
192.168.191.228 dds-serverdds-server-线上生产集群(只启动主机227,备机228不启动)
172.17.9.9 self-cki-server-sjwself-cki-server-sjw_石家庄生产集群_手工更新
172.17.9.8 self-cki-server-sjwself-cki-server-sjw_石家庄生产集群_手工更新
192.168.190.34 dcs-jieyang-messagedcs-jieyang-message_线上_生产集群(只启动主机34,备机35不启动)
192.168.190.35 dcs-jieyang-messagedcs-jieyang-message_线上_生产集群(只启动主机34,备机35不启动)
192.168.186.6 self-web-apiself-web-api_线上_生产集群(只启动主机186.6,备机253不启动)
192.168.186.253 self-web-apiself-web-api_线上_生产集群(只启动主机186.6,备机253不启动)
172.17.69.5 security-connect-ytysecurity-connect-yty_扬州外站_生产集群
172.17.69.6 security-connect-ytysecurity-connect-yty_扬州外站_生产集群
192.168.191.126 dcs_pnr_jpn_clientdcs-pnr-jpn_client_电信_生产集群
192.168.191.102 V8_DCS_SERVER-KHH-2310(未接优维)DCS_SERVER-KHH-2310
192.168.191.101 V8_DCS_SERVER-KHH-2310(未接优维)DCS_SERVER-KHH-2310
192.168.191.212 V8_DCS_SERVER-SIN-2305DCS_SERVER-SIN-2305_电信_生产集群---191.213备机程序不要启动！
192.168.191.213 V8_DCS_SERVER-SIN-2305DCS_SERVER-SIN-2305_电信_生产集群---191.213备机程序不要启动！
192.168.191.6 dcs-pre-v9apidcs-pre-v9api_电信_生产集群
172.17.9.5 CRS_SERVER(未接优维)CRS_SERVER_石家庄_生产集群
172.17.9.6 CRS_SERVER(未接优维)CRS_SERVER_石家庄_生产集群
172.17.9.5 dcs-tha-pre-clientdcs-tha-pre-client_石家庄_生产集群(未接优维)
172.17.9.6 dcs-tha-pre-clientdcs-tha-pre-client_石家庄_生产集群(未接优维)
172.17.34.15 dcs-tha-pre-clientdcs-tha-pre-client_西安_生产集群(未接优维) 
172.17.34.16 dcs-tha-pre-clientdcs-tha-pre-client_西安_生产集群(未接优维) 
172.17.23.5 dcs-tha-pre-clientdcs-tha-pre-client_深圳_生产集群(未接优维) 
172.17.23.6 dcs-tha-pre-clientdcs-tha-pre-client_深圳_生产集群(未接优维) 
172.17.9.5 DCSONWARDDCSONWARD_石家庄_生产集群(未接优维)
172.17.9.6 DCSONWARDDCSONWARD_石家庄_生产集群(未接优维)
172.17.9.5 DCS_Sync_site_ServerDCS_Sync_site_Server_石家庄_生产集群(未接优维)
172.17.9.6 DCS_Sync_site_ServerDCS_Sync_site_Server_石家庄_生产集群(未接优维)
172.17.20.5 interface-clientinterface-client_虹桥_生产集群(未接优维)
172.17.20.6 interface-clientinterface-client_虹桥_生产集群(未接优维)
172.17.23.5 interface-clientinterface-client_深圳_生产集群(未接优维) 
172.17.23.6 interface-clientinterface-client_深圳_生产集群(未接优维) 
172.17.14.6 interface-clientinterface-client_长春_生产集群(未接优维) 
172.17.14.5 interface-clientinterface-client_长春_生产集群(未接优维) 
172.17.9.5 interface-clientinterface-client_石家庄_生产集群
172.17.9.6 interface-clientinterface-client_石家庄_生产集群
192.168.191.110 DCSBSMDCSBSM191.110
192.168.191.126 dcs-api-jpn-serverdcs-api-jpn-server_电信_生产集群
192.168.191.126 dcs-pnr-kor-clientdcs-pnr-kor-client_电信_生产集群
192.168.191.126 dcs-api-kor-serverdcs-api-kor-server_电信_生产集群
192.168.191.126 msp-dubbo-admin(未接优维)msp-dubbo-admin_电信_生产集群
192.168.191.126 dcs-api-twn-serverdcs-api-twn-server_电信_生产集群
192.168.186.154 V8_DCS_SERVER-KIX-2304DCS_SERVER-KIX-2304-手工重启
192.168.186.155 V8_DCS_SERVER-KIX-2304DCS_SERVER-KIX-2304-手工重启
192.168.191.110 V8_DCS_SERVER-KIX-2304DCS_SERVER-KIX-2304-手工重启
192.168.191.102 V8_DCS_SERVER-TPE-2311DCS_SERVER-TPE-2311_电信_生产集群（102为备机,勿启）
192.168.191.101 V8_DCS_SERVER-TPE-2311DCS_SERVER-TPE-2311_电信_生产集群（102为备机,勿启）
192.168.186.136 V8_DCS_SERVER-TPE-2311DCS_SERVER-TPE-2311_电信_生产集群（102为备机,勿启）
192.168.186.137 V8_DCS_SERVER-TPE-2311DCS_SERVER-TPE-2311_电信_生产集群（102为备机,勿启）
192.168.191.102 V8_DCS_SERVER-IBR-2302(未接优维)DCS_SERVER-IBR-2302_电信_生产集群
192.168.191.101 V8_DCS_SERVER-IBR-2302(未接优维)DCS_SERVER-IBR-2302_电信_生产集群
192.168.186.234 hx-security-managehx-security-manage_电信_生产集群
192.168.186.233 hx-security-managehx-security-manage_电信_生产集群
172.17.14.6 dcs-security-changchundcs-security-changchun_长春外站_生产集群
172.17.14.5 dcs-security-changchundcs-security-changchun_长春外站_生产集群
172.17.20.7 in-out-message-serverSHA上海虹桥
172.17.20.9 in-out-message-serverSHA上海虹桥
172.17.19.7 in-out-message-serverPVG上海浦东
192.168.191.110 PXY_RECVPXY_RECV线上集群
172.17.6.15 dcs-iapi-client-site沈阳外站集群-手工重启
172.17.6.16 dcs-iapi-client-site沈阳外站集群-手工重启
172.17.9.5 dcs-iapi-client-site石家庄外站集群-手工重启
172.17.9.6 dcs-iapi-client-site石家庄外站集群-手工重启
172.17.54.5 dcs-iapi-client-site成都外站集群-手工重启
172.17.54.6 dcs-iapi-client-site成都外站集群-手工重启
172.17.49.5 dcs-iapi-client-site宁波外站集群-手工重启
172.17.49.6 dcs-iapi-client-site宁波外站集群-手工重启
172.17.42.5 dcs-iapi-client-site武汉外站集群-手工重启
172.17.42.6 dcs-iapi-client-site武汉外站集群-手工重启
172.17.75.6 dcs-iapi-client-site郑州外站集群-手工重启
172.17.75.5 dcs-iapi-client-site郑州外站集群-手工重启
172.17.86.5 dcs-iapi-client-site徐州外站集群-手工重启
172.17.11.6 dcs-iapi-client-site重庆外站集群-手工重启
172.17.11.5 dcs-iapi-client-site重庆外站集群-手工重启
172.17.23.5 dcs-iapi-client-site深圳外站集群-手工重启
172.17.23.6 dcs-iapi-client-site深圳外站集群-手工重启
172.17.10.5 dcs-iapi-client-site天津外站集群-手工重启
172.17.40.5 dcs-iapi-client-site淮安外站集群-手工重启
172.17.2.5 dcs-iapi-client-site大连外站集群-手工重启
172.17.2.6 dcs-iapi-client-site大连外站集群-手工重启
172.17.27.5 dcs-iapi-client-site呼和浩特外站集群-手工重启
172.17.14.5 dcs-iapi-client-site长春外站集群-手工重启
172.17.14.6 dcs-iapi-client-site长春外站集群-手工重启
172.17.113.6 dcs-iapi-client-site南京外站集群-手工重启
172.17.61.5 dcs-iapi-client-site兰州外站集群-手工重启
172.17.61.6 dcs-iapi-client-site兰州外站集群-手工重启
172.17.32.6 dcs-iapi-client-site北海外站集群-手工重启
172.17.29.5 dcs-iapi-client-site杭州外站集群-手工重启
172.17.29.7 dcs-iapi-client-site杭州外站集群-手工重启
172.17.68.5 dcs-iapi-client-site合肥外站集群-手工重启
172.17.68.6 dcs-iapi-client-site合肥外站集群-手工重启
172.17.34.15 dcs-iapi-client-site西安外站集群-手工重启
172.17.34.16 dcs-iapi-client-site西安外站集群-手工重启
172.17.63.5 dcs-iapi-client-site南昌外站集群-手工重启
172.17.63.6 dcs-iapi-client-site南昌外站集群-手工重启
172.17.7.6 dcs-iapi-client-site哈尔滨外站集群-手工重启
172.17.7.5 dcs-iapi-client-site哈尔滨外站集群-手工重启
172.17.54.5 activeMQ-winLG-手动重启activeMQ-win-成都外站_生产集群
172.17.54.6 activeMQ-winLG-手动重启activeMQ-win-成都外站_生产集群
172.17.52.6 activeMQ-winLG-手动重启activeMQ-win-常州外站_生产集群
172.17.52.5 activeMQ-winLG-手动重启activeMQ-win-常州外站_生产集群
172.17.108.5 activeMQ-winLG-手动重启activeMQ-win-中卫_生产集群
172.17.37.5 activeMQ-winLG-手动重启activeMQ-win-遵义外站_生产集群
172.17.112.5 activeMQ-winLG-手动重启activeMQ-win-上饶外站_生产集群
172.17.113.5 activeMQ-winLG-手动重启activeMQ-win- 克拉玛依_生产集群
172.17.113.6 activeMQ-winLG-手动重启activeMQ-win- 克拉玛依_生产集群
172.17.114.5 activeMQ-winLG-手动重启activeMQ-win-宜昌外站_生产集群
172.17.107.5 activeMQ-winLG-手动重启activeMQ-win-喀什外站_生产集群
172.17.107.6 activeMQ-winLG-手动重启activeMQ-win-喀什外站_生产集群
172.17.119.5 activeMQ-winLG-手动重启activeMQ-win-石河子外站_生产集群
172.17.120.5 activeMQ-winLG-手动重启activeMQ-win-松原_生产集群 
172.17.43.5 activeMQ-winLG-手动重启activeMQ-win-通辽_生产集群
172.17.43.6 activeMQ-winLG-手动重启activeMQ-win-通辽_生产集群
172.17.121.5 activeMQ-winLG-手动重启activeMQ-win-嘉峪关_生产集群
172.17.122.5 activeMQ-winLG-手动重启activeMQ-win-南充_生产集群
172.17.62.5 activeMQ-winLG-手动重启activeMQ-win- 张掖_生产集群
172.17.69.5 activeMQ-winLG-手动重启activeMQ-win-扬州-生产集群
172.17.69.6 activeMQ-winLG-手动重启activeMQ-win-扬州-生产集群
172.17.29.5 activeMQ-winLG-手动重启activeMQ-win- 杭州_生产集群
172.17.29.7 activeMQ-winLG-手动重启activeMQ-win- 杭州_生产集群
172.17.70.5 activeMQ-winLG-手动重启activeMQ-win- 庆阳_生产集群
192.168.190.111 twn-flight-crew-apptwn-flight-crew-app_电信_生产集群
192.168.190.112 twn-flight-crew-apptwn-flight-crew-app_电信_生产集群
192.168.186.130 security-check-interface-apisecurity-check-interface-api_电信_生产集群
192.168.186.131 security-check-interface-apisecurity-check-interface-api_电信_生产集群
192.168.0.198 离港手机值机离港手机值机_航友_生产集群
172.17.23.5 selfcharge深圳配置包
172.17.23.6 selfcharge深圳配置包
172.17.69.5 security-union-parent-手动重启security-union-parent_扬州_生产集群
172.17.69.6 security-union-parent-手动重启security-union-parent_扬州_生产集群
172.17.83.5 security-union-parent-手动重启security-union-parent_连云港_生产集群
172.17.52.5 security-union-parent-手动重启security-union-parent_常州_生产集群
172.17.52.6 security-union-parent-手动重启security-union-parent_常州_生产集群
172.17.108.5 security-union-parent-手动重启security-union-parent_中卫_生产集群 
172.17.37.5 security-union-parent-手动重启security-union-parent_遵义_生产集群
172.17.112.5 security-union-parent-手动重启security-union-parent_上饶_生产集群
172.17.113.5 security-union-parent-手动重启security-union-parent_克拉玛依_生产集群
172.17.113.6 security-union-parent-手动重启security-union-parent_克拉玛依_生产集群
172.17.114.5 security-union-parent-手动重启security-union-parent_宜昌_生产集群
172.17.107.5 security-union-parent-手动重启security-union-parent_喀什_生产集群
172.17.107.6 security-union-parent-手动重启security-union-parent_喀什_生产集群
172.17.119.5 security-union-parent-手动重启security-union-parent_石河子_生产集群
172.17.120.5 security-union-parent-手动重启security-union-parent_松原_生产集群
172.17.122.5 security-union-parent-手动重启security-union-parent_南充_生产集群
172.17.43.5 security-union-parent-手动重启security-union-parent_通辽_生产集群 
172.17.43.6 security-union-parent-手动重启security-union-parent_通辽_生产集群 
172.17.121.5 security-union-parent-手动重启security-union-parent_嘉峪关_生产集群
172.17.62.5 security-union-parent-手动重启security-union-parent_张掖_生产集群
172.17.70.5 security-union-parent-手动重启security-union-parent_庆阳_生产集群
192.168.190.159 V8_DCS_SERVER-NRT-2308V8_DCS_SERVER_NRT成田_电信_生产集群 
192.168.190.158 V8_DCS_SERVER-NRT-2308V8_DCS_SERVER_NRT成田_电信_生产集群 
192.168.191.141 ThailandApp ThailandAPP线上集群
192.168.191.126 dcs-api-sin-serverdcs-api-sin-server生产集群
